Darmanitan Zen Mode,555,fire,psychic,105,30,105,140,105,55
Maractus,556,grass,null,75,86,67,106,67,60
Dwebble,557,bug,rock,50,65,85,35,35,55
Crustle,558,bug,rock,70,105,125,65,75,45
Scraggy,559,dark,fighting,50,75,70,35,70,48
Scrafty,560,dark,fighting,65,90,115,45,115,58
Sigilyph,561,psychic,flying,72,58,80,103,80,97
Yamask,562,ghost,null,38,30,85,55,65,30
Cofagrigus,563,ghost,null,58,50,145,95,105,30
Tirtouga,564,water,rock,54,78,103,53,45,22
Carracosta,565,water,rock,74,108,133,83,65,32
Archen,566,rock,flying,55,112,45,74,45,70
Archeops,567,rock,flying,75,140,65,112,65,110
Trubbish,568,poison,null,50,50,62,40,62,65
Garbodor,569,poison,null,80,95,82,60,82,75
Zorua,570,dark,null,40,65,40,80,40,65
Zoroark,571,dark,null,60,105,60,120,60,105
Minccino,572,normal,null,55,50,40,40,40,75
Cinccino,573,normal,null,75,95,60,65,60,115
Gothita,574,psychic,null,45,30,50,55,65,45
Gothorita,575,psychic,null,60,45,70,75,85,55
Gothitelle,576,psychic,null,70,55,95,95,110,65
Solosis,577,psychic,null,45,30,40,105,50,20
Duosion,578,psychic,null,65,40,50,125,60,30
Reuniclus,579,psychic,null,110,65,75,125,85,30
Ducklett,580,water,flying,62,44,50,44,50,55
Swanna,581,water,flying,75,87,63,87,63,98
Vanillite,582,ice,null,36,50,50,65,60,44
Vanillish,583,ice,null,51,65,65,80,75,59
Vanilluxe,584,ice,null,71,95,85,110,95,79
Deerling,585,normal,grass,60,60,50,40,50,75
Sawsbuck,586,normal,grass,80,100,70,60,70,95
Emolga,587,electric,flying,55,75,60,75,60,103
Karrablast,588,bug,null,50,75,45,40,45,60
Escavalier,589,bug,steel,70,135,105,60,105,20
Foongus,590,grass,poison,69,55,45,55,55,15
Amoonguss,591,grass,poison,114,85,70,85,80,30
Frillish,592,water,ghost,55,40,50,65,85,40
Jellicent,593,water,ghost,100,60,70,85,105,60
Alomomola,594,water,null,165,75,80,40,45,65
Joltik,595,bug,electric,50,47,50,57,50,65
Galvantula,596,bug,electric,70,77,60,97,60,108
Ferroseed,597,grass,steel,44,50,91,24,86,10
Ferrothorn,598,grass,steel,74,94,131,54,116,20
Klink,599,steel,null,40,55,70,45,60,30
Klang,600,steel,null,60,80,95,70,85,50
Klinklang,601,steel,null,60,100,115,70,85,90
Tynamo,602,electric,null,35,55,40,45,40,60
Eelektrik,603,electric,null,65,85,70,75,70,40
Eelektross,604,electric,null,85,115,80,105,80,50
Elgyem,605,psychic,null,55,55,55,85,55,30
Beheeyem,606,psychic,null,75,75,75,125,95,40
Litwick,607,ghost,fire,50,30,55,65,55,20
Lampent,608,ghost,fire,60,40,60,95,60,55
Chandelure,609,ghost,fire,60,55,90,145,90,80
Axew,610,dragon,null,46,87,60,30,40,57
Fraxure,611,dragon,null,66,117,70,40,50,67
Haxorus,612,dragon,null,76,147,90,60,70,97
Cubchoo,613,ice,null,55,70,40,60,40,40
Beartic,614,ice,null,95,130,80,70,80,50
Cryogonal,615,ice,null,80,50,50,95,135,105
Shelmet,616,bug,null,50,40,85,40,65,25
Accelgor,617,bug,null,80,70,40,100,60,145
Stunfisk,618,ground,electric,109,66,84,81,99,32
Mienfoo,619,fighting,null,45,85,50,55,50,65
Mienshao,620,fighting,null,65,125,60,95,60,105
Druddigon,621,dragon,null,77,120,90,60,90,48
Golett,622,ground,ghost,59,74,50,35,50,35
Golurk,623,ground,ghost,89,124,80,55,80,55
Pawniard,624,dark,steel,45,85,70,40,40,60
Bisharp,625,dark,steel,65,125,100,60,70,70
Bouffalant,626,normal,null,95,110,95,40,95,55
Rufflet,627,normal,flying,70,83,50,37,50,60
Braviary,628,normal,flying,100,123,75,57,75,80
Vullaby,629,dark,flying,70,55,75,45,65,60
Mandibuzz,630,dark,flying,110,65,105,55,95,80
Heatmor,631,fire,null,85,97,66,105,66,65
Durant,632,bug,steel,58,109,112,48,48,109
Deino,633,dark,dragon,52,65,50,45,50,38
Zweilous,634,dark,dragon,72,85,70,65,70,58
Hydreigon,635,dark,dragon,92,105,90,125,90,98
Larvesta,636,bug,fire,55,85,55,50,55,60
Volcarona,637,bug,fire,85,60,65,135,105,100
Cobalion,638,steel,fighting,91,90,129,90,72,108
Terrakion,639,rock,fighting,91,129,90,72,90,108
Virizion,640,grass,fighting,91,90,72,90,129,108
Tornadus Incarnate Forme,641,flying,null,79,115,70,125,80,111
Thundurus Incarnate Forme,642,electric,flying,79,115,70,125,80,111
Reshiram,643,dragon,fire,100,120,100,150,120,90
Zekrom,644,dragon,electric,100,150,120,120,100,90
Landorus Incarnate Forme,645,ground,flying,89,125,90,115,80,101
Kyurem,646,dragon,ice,125,130,90,130,90,95
Keldeo Ordinary Form,647,water,fighting,91,72,90,129,90,108
Meloetta Aria Forme,648,normal,psychic,100,77,77,128,128,90
Genesect,649,bug,steel,71,120,95,120,95,99
Chespin,650,grass,null,56,61,65,48,45,38
Quilladin,651,grass,null,61,78,95,56,58,57
Chesnaught,652,grass,fighting,88,107,122,74,75,64
Fennekin,653,fire,null,40,45,40,62,60,60
Braixen,654,fire,null,59,59,58,90,70,73
Delphox,655,fire,psychic,75,69,72,114,100,104
Froakie,656,water,null,41,56,40,62,44,71
Frogadier,657,water,null,54,63,52,83,56,97
Greninja,658,water,dark,72,95,67,103,71,122
Bunnelby,659,normal,null,38,36,38,32,36,57
Diggersby,660,normal,ground,85,56,77,50,77,78
Fletchling,661,normal,flying,45,50,43,40,38,62
Fletchinder,662,fire,flying,62,73,55,56,52,84
Talonflame,663,fire,flying,78,81,71,74,69,126
Scatterbug,664,bug,null,38,35,40,27,25,35
Spewpa,665,bug,null,45,22,60,27,30,29
Vivillon,666,bug,flying,80,52,50,90,50,89
Litleo,667,fire,normal,62,50,58,73,54,72
Pyroar,668,fire,normal,86,68,72,109,66,106
Flabébé,669,fairy,null,44,38,39,61,79,42
Floette,670,fairy,null,54,45,47,75,98,52
Florges,671,fairy,null,78,65,68,112,154,75
Skiddo,672,grass,null,66,65,48,62,57,52
Gogoat,673,grass,null,123,100,62,97,81,68
Pancham,674,fighting,null,67,82,62,46,48,43
Pangoro,675,fighting,dark,95,124,78,69,71,58
Furfrou,676,normal,null,75,80,60,65,90,102
Espurr,677,psychic,null,62,48,54,63,60,68
Meowstic,678,psychic,null,74,48,76,83,81,104
Honedge,679,steel,ghost,45,80,100,35,37,28
Doublade,680,steel,ghost,59,110,150,45,49,35
Aegislash Shield Forme,681,steel,ghost,60,50,140,50,140,60
Spritzee,682,fairy,null,78,52,60,63,65,23
Aromatisse,683,fairy,null,101,72,72,99,89,29
Swirlix,684,fairy,null,62,48,66,59,57,49
Slurpuff,685,fairy,null,82,80,86,85,75,72
Inkay,686,dark,psychic,53,54,53,37,46,45
Malamar,687,dark,psychic,86,92,88,68,75,73
Binacle,688,rock,water,42,52,67,39,56,50
Barbaracle,689,rock,water,72,105,115,54,86,68
Skrelp,690,poison,water,50,60,60,60,60,30
Dragalge,691,poison,dragon,65,75,90,97,123,44
Clauncher,692,water,null,50,53,62,58,63,44
Clawitzer,693,water,null,71,73,88,120,89,59
Helioptile,694,electric,normal,44,38,33,61,43,70
Heliolisk,695,electric,normal,62,55,52,109,94,109
Tyrunt,696,rock,dragon,58,89,77,45,45,48
Tyrantrum,697,rock,dragon,82,121,119,69,59,71
Amaura,698,rock,ice,77,59,50,67,63,46
Aurorus,699,rock,ice,123,77,72,99,92,58
Sylveon,700,fairy,null,95,65,65,110,130,60
Hawlucha,701,fighting,flying,78,92,75,74,63,118
Dedenne,702,electric,fairy,67,58,57,81,67,101
Carbink,703,rock,fairy,50,50,150,50,150,50
Goomy,704,dragon,null,45,50,35,55,75,40
Sliggoo,705,dragon,null,68,75,53,83,113,60
Goodra,706,dragon,null,90,100,70,110,150,80
Klefki,707,steel,fairy,57,80,91,80,87,75
Phantump,708,ghost,grass,43,70,48,50,60,38
Trevenant,709,ghost,grass,85,110,76,65,82,56
Pumpkaboo Super Size,710,ghost,grass,59,66,70,44,55,41
Gourgeist Super Size,711,ghost,grass,85,100,122,58,75,54
Bergmite,712,ice,null,55,69,85,32,35,28
Avalugg,713,ice,null,95,117,184,44,46,28
Noibat,714,flying,dragon,40,30,35,45,40,55
Noivern,715,flying,dragon,85,70,80,97,80,123
Xerneas,716,fairy,null,126,131,95,131,98,99
Yveltal,717,dark,flying,126,131,95,131,98,99
Zygarde 50% Forme,718,dragon,ground,108,100,121,81,95,95
Diancie,719,rock,fairy,50,100,150,100,150,50
Hoopa Hoopa Unbound,720,psychic,dark,80,160,60,170,130,80
Volcanion,721,fire,water,80,110,120,130,90,70
Rowlet,722,grass,flying,68,55,55,50,50,42
Dartrix,723,grass,flying,78,75,75,70,70,52
Decidueye,724,grass,ghost,78,107,75,100,100,70
Litten,725,fire,null,45,65,40,60,40,70
Torracat,726,fire,null,65,85,50,80,50,90
Incineroar,727,fire,dark,95,115,90,80,90,60
Popplio,728,water,null,50,54,54,66,56,40
Brionne,729,water,null,60,69,69,91,81,50
Primarina,730,water,fairy,80,74,74,126,116,60
Pikipek,731,normal,flying,35,75,30,30,30,65
Trumbeak,732,normal,flying,55,85,50,40,50,75
Toucannon,733,normal,flying,80,120,75,75,75,60
Yungoos,734,normal,null,48,70,30,30,30,45
Gumshoos,735,normal,null,88,110,60,55,60,45
Grubbin,736,bug,null,47,62,45,55,45,46
Charjabug,737,bug,electric,57,82,95,55,75,36
Vikavolt,738,bug,electric,77,70,90,145,75,43
Crabrawler,739,fighting,null,47,82,57,42,47,63
Crabominable,740,fighting,ice,97,132,77,62,67,43
Oricorio Baile Style,741,fire,flying,75,70,70,98,70,93
Cutiefly,742,bug,fairy,40,45,40,55,40,84
Ribombee,743,bug,fairy,60,55,60,95,70,124
Rockruff,744,rock,null,45,65,40,30,40,60
Lycanroc Midday Form,745,rock,null,75,115,65,55,65,112
Wishiwashi Solo Form,746,water,null,45,20,20,25,25,40
Mareanie,747,poison,water,50,53,62,43,52,45
Toxapex,748,poison,water,50,63,152,53,142,35
Mudbray,749,ground,null,70,100,70,45,55,45
Mudsdale,750,ground,null,100,125,100,55,85,35
Dewpider,751,water,bug,38,40,52,40,72,27
Araquanid,752,water,bug,68,70,92,50,132,42
Fomantis,753,grass,null,40,55,35,50,35,35
Lurantis,754,grass,null,70,105,90,80,90,45
Morelull,755,grass,fairy,40,35,55,65,75,15
Shiinotic,756,grass,fairy,60,45,80,90,100,30
Salandit,757,poison,fire,48,44,40,71,40,77
Salazzle,758,poison,fire,68,64,60,111,60,117
Stufful,759,normal,fighting,70,75,50,45,50,50
Bewear,760,normal,fighting,120,125,80,55,60,60
Bounsweet,761,grass,null,42,30,38,30,38,32
Steenee,762,grass,null,52,40,48,40,48,62
Tsareena,763,grass,null,72,120,98,50,98,72
Comfey,764,fairy,null,51,52,90,82,110,100
Oranguru,765,normal,psychic,90,60,80,90,110,60
Passimian,766,fighting,null,100,120,90,40,60,80
Wimpod,767,bug,water,25,35,40,20,30,80
Golisopod,768,bug,water,75,125,140,60,90,40
Sandygast,769,ghost,ground,55,55,80,70,45,15
Palossand,770,ghost,ground,85,75,110,100,75,35
Pyukumuku,771,water,null,55,60,130,30,130,5
Type: Null,772,normal,null,95,95,95,95,95,59
Silvally,773,normal,null,95,95,95,95,95,95
Minior Meteor Form,774,rock,flying,60,60,100,60,100,60
Komala,775,normal,null,65,115,65,75,95,65
Turtonator,776,fire,dragon,60,78,135,91,85,36
Togedemaru,777,electric,steel,65,98,63,40,73,96
Mimikyu,778,ghost,fairy,55,90,80,50,105,96
Bruxish,779,water,psychic,68,105,70,70,70,92
Drampa,780,normal,dragon,78,60,85,135,91,36
Dhelmise,781,ghost,grass,70,131,100,86,90,40
Jangmo-o,782,dragon,null,45,55,65,45,45,45
Hakamo-o,783,dragon,fighting,55,75,90,65,70,65
Kommo-o,784,dragon,fighting,75,110,125,100,105,85
Tapu Koko,785,electric,fairy,70,115,85,95,75,130
Tapu Lele,786,psychic,fairy,70,85,75,130,115,95
Tapu Bulu,787,grass,fairy,70,130,115,85,95,75
Tapu Fini,788,water,fairy,70,75,115,95,130,85
Cosmog,789,psychic,null,43,29,31,29,31,37
Cosmoem,790,psychic,null,43,29,131,29,131,37
Solgaleo,791,psychic,steel,137,137,107,113,89,97
Lunala,792,psychic,ghost,137,113,89,137,107,97
Nihilego,793,rock,poison,109,53,47,127,131,103
Buzzwole,794,bug,fighting,107,139,139,53,53,79
Pheromosa,795,bug,fighting,71,137,37,137,37,151
Xurkitree,796,electric,null,83,89,71,173,71,83
Celesteela,797,steel,flying,97,101,103,107,101,61
Kartana,798,grass,steel,59,181,131,59,31,109
Guzzlord,799,dark,dragon,223,101,53,97,53,43
Necrozma Ultra Necrozma,800,psychic,dragon,97,167,97,167,97,129
Magearna,801,steel,fairy,80,95,115,130,115,65
Marshadow,802,fighting,ghost,90,125,80,90,90,125
Poipole,803,poison,null,67,73,67,73,67,73
Naganadel,804,poison,dragon,73,73,73,127,73,121
Stakataka,805,rock,steel,61,131,211,53,101,13
Blacephalon,806,fire,ghost,53,127,53,151,79,107
Zeraora,807,electric,null,88,112,75,102,80,143
Meltan,808,steel,null,46,65,65,55,35,34
Melmetal,809,steel,null,135,143,143,80,65,34
Grookey,810,grass,null,50,65,50,40,40,65
Thwackey,811,grass,null,70,85,70,55,60,80
Rillaboom,812,grass,null,100,125,90,60,70,85
Scorbunny,813,fire,null,50,71,40,40,40,69
Raboot,814,fire,null,65,86,60,55,60,94
Cinderace,815,fire,null,80,116,75,65,75,119
Sobble,816,water,null,50,40,40,70,40,70
Drizzile,817,water,null,65,60,55,95,55,90
Inteleon,818,water,null,70,85,65,125,65,120
Skwovet,819,normal,null,70,55,55,35,35,25
Greedent,820,normal,null,120,95,95,55,75,20
Rookidee,821,flying,null,38,47,35,33,35,57
Corvisquire,822,flying,null,68,67,55,43,55,77
Corviknight,823,flying,steel,98,87,105,53,85,67
Blipbug,824,bug,null,25,20,20,25,45,45
Dottler,825,bug,psychic,50,35,80,50,90,30
Orbeetle,826,bug,psychic,60,45,110,80,120,90
Nickit,827,dark,null,40,28,28,47,52,50
Thievul,828,dark,null,70,58,58,87,92,90
Gossifleur,829,grass,null,40,40,60,40,60,10
Eldegoss,830,grass,null,60,50,90,80,120,60
Wooloo,831,normal,null,42,40,55,40,45,48
Dubwool,832,normal,null,72,80,100,60,90,88
Chewtle,833,water,null,50,64,50,38,38,44
Drednaw,834,water,rock,90,115,90,48,68,74
Yamper,835,electric,null,59,45,50,40,50,26
Boltund,836,electric,null,69,90,60,90,60,121
Rolycoly,837,rock,null,30,40,50,40,50,30
Carkol,838,rock,fire,80,60,90,60,70,50
Coalossal,839,rock,fire,110,80,120,80,90,30
Applin,840,grass,dragon,40,40,80,40,40,20
Flapple,841,grass,dragon,70,110,80,95,60,70
Appletun,842,grass,dragon,110,85,80,100,80,30
Silicobra,843,ground,null,52,57,75,35,50,46
Sandaconda,844,ground,null,72,107,125,65,70,71
Cramorant,845,flying,water,70,85,55,85,95,85
Arrokuda,846,water,null,41,63,40,40,30,66
Barraskewda,847,water,null,61,123,60,60,50,136
Toxel,848,electric,poison,40,38,35,54,35,40
Toxtricity Amped Form,849,electric,poison,75,98,70,114,70,75
Sizzlipede,850,fire,bug,50,65,45,50,50,45
Centiskorch,851,fire,bug,100,115,65,90,90,65
Clobbopus,852,fighting,null,50,68,60,50,50,32
Grapploct,853,fighting,null,80,118,90,70,80,42
Sinistea,854,ghost,null,40,45,45,74,54,50
Polteageist,855,ghost,null,60,65,65,134,114,70
Hatenna,856,psychic,null,42,30,45,56,53,39
Hattrem,857,psychic,null,57,40,65,86,73,49
Hatterene,858,psychic,fairy,57,90,95,136,103,29
Impidimp,859,dark,fairy,45,45,30,55,40,50
Morgrem,860,dark,fairy,65,60,45,75,55,70
Grimmsnarl,861,dark,fairy,95,120,65,95,75,60
Obstagoon,862,dark,normal,93,90,101,60,81,95
Perrserker,863,steel,null,70,110,100,50,60,50
Cursola,864,ghost,null,60,95,50,145,130,30
Sirfetch'd,865,fighting,null,62,135,95,68,82,65
Mr. Rime,866,ice,psychic,80,85,75,110,100,70
Runerigus,867,ground,ghost,58,95,145,50,105,30
Milcery,868,fairy,null,45,40,40,50,61,34
Alcremie,869,fairy,null,65,60,75,110,121,64
Falinks,870,fighting,null,65,100,100,70,60,75
Pincurchin,871,electric,null,48,101,95,91,85,15
Snom,872,ice,bug,30,25,35,45,30,20
Frosmoth,873,ice,bug,70,65,60,125,90,65
Stonjourner,874,rock,null,100,125,135,20,20,70
Eiscue Ice Face,875,ice,null,75,80,110,65,90,50
Indeedee Male,876,psychic,normal,60,65,55,105,95,95
Morpeko Hangry Mode,877,electric,dark,58,95,58,70,58,97
Cufant,878,steel,null,72,80,49,40,49,40
Copperajah,879,steel,null,122,130,69,80,69,30
Dracozolt,880,electric,dragon,90,100,90,80,70,75
Arctozolt,881,electric,ice,90,100,90,90,80,55
Dracovish,882,water,dragon,90,90,100,70,80,75
Arctovish,883,water,ice,90,90,100,80,90,55
Duraludon,884,steel,dragon,70,95,115,120,50,85
Dreepy,885,dragon,ghost,28,60,30,40,30,82
Drakloak,886,dragon,ghost,68,80,50,60,50,102
Dragapult,887,dragon,ghost,88,120,75,100,75,142
Zacian Crowned Sword,888,fairy,steel,92,150,115,80,115,148
Zamazenta Crowned Shield,889,fighting,steel,92,120,140,80,140,128
Eternatus Eternamax,890,poison,dragon,255,115,250,125,250,130
Kubfu,891,fighting,null,60,90,60,53,50,72
Urshifu Rapid Strike Style,892,fighting,water,100,130,100,63,60,97
Zarude,893,dark,grass,105,120,105,70,95,105
Regieleki,894,electric,null,80,100,50,100,50,200
Regidrago,895,dragon,null,200,100,50,100,50,80
Glastrier,896,ice,null,100,145,130,65,110,30
Spectrier,897,ghost,null,100,65,60,145,80,130
Calyrex Ice Rider,898,psychic,ice,100,165,150,85,130,50
Wyrdeer,899,normal,psychic,103,105,72,105,75,65
Kleavor,900,bug,rock,70,135,95,45,70,85
Ursaluna,901,ground,normal,130,140,105,45,80,50
Basculegion Male,902,water,ghost,120,112,65,80,75,78
Sneasler,903,fighting,poison,80,130,60,40,80,120
Overqwil,904,dark,poison,85,115,95,65,65,85
Enamorus Incarnate Forme,905,fairy,flying,74,115,70,135,80,106
Sprigatito,906,grass,null,40,61,54,45,45,65
Floragato,907,grass,null,61,80,63,60,63,83
Meowscarada,908,grass,dark,76,110,70,81,70,123
Fuecoco,909,fire,null,67,45,59,63,40,36
Crocalor,910,fire,null,81,55,78,90,58,49
Skeledirge,911,fire,ghost,104,75,100,110,75,66
Quaxly,912,water,null,55,65,45,50,45,50
Quaxwell,913,water,null,70,85,65,65,60,65
Quaquaval,914,water,fighting,85,120,80,85,75,85
Lechonk,915,normal,null,54,45,40,35,45,35
Oinkologne Male,916,normal,null,110,100,75,59,80,65
Tarountula,917,bug,null,35,41,45,29,40,20
Spidops,918,bug,null,60,79,92,52,86,35
Nymble,919,bug,null,33,46,40,21,25,45
Lokix,920,bug,dark,71,102,78,52,55,92
Pawmi,921,electric,null,45,50,20,40,25,60
Pawmo,922,electric,fighting,60,75,40,50,40,85
Pawmot,923,electric,fighting,70,115,70,70,60,105
Tandemaus,924,normal,null,50,50,45,40,45,75
Maushold Family of Four,925,normal,null,74,75,70,65,75,111
Fidough,926,fairy,null,37,55,70,30,55,65
Dachsbun,927,fairy,null,57,80,115,50,80,95
Smoliv,928,grass,normal,41,35,45,58,51,30
Dolliv,929,grass,normal,52,53,60,78,78,33
Arboliva,930,grass,normal,78,69,90,125,109,39
Squawkabilly Blue Plumage,931,normal,flying,82,96,51,45,51,92
Nacli,932,rock,null,55,55,75,35,35,25
Naclstack,933,rock,null,60,60,100,35,65,35
Garganacl,934,rock,null,100,100,130,45,90,35
Charcadet,935,fire,null,40,50,40,50,40,35
Armarouge,936,fire,psychic,85,60,100,125,80,75
Ceruledge,937,fire,ghost,75,125,80,60,100,85
Tadbulb,938,electric,null,61,31,41,59,35,45
Bellibolt,939,electric,null,109,64,91,103,83,45
Wattrel,940,electric,flying,40,40,35,55,40,70
Kilowattrel,941,electric,flying,70,70,60,105,60,125
Maschiff,942,dark,null,60,78,60,40,51,51
Mabosstiff,943,dark,null,80,120,90,60,70,85
Shroodle,944,poison,normal,40,65,35,40,35,75
Grafaiai,945,poison,normal,63,95,65,80,72,110
Bramblin,946,grass,ghost,40,65,30,45,35,60
Brambleghast,947,grass,ghost,55,115,70,80,70,90
Toedscool,948,ground,grass,40,40,35,50,100,70
Toedscruel,949,ground,grass,80,70,65,80,120,100
Klawf,950,rock,null,70,100,115,35,55,75
Capsakid,951,grass,null,50,62,40,62,40,50
Scovillain,952,grass,fire,65,108,65,108,65,75
Rellor,953,bug,null,41,50,60,31,58,30
Rabsca,954,bug,psychic,75,50,85,115,100,45
Flittle,955,psychic,null,30,35,30,55,30,75
Espathra,956,psychic,null,95,60,60,101,60,105
Tinkatink,957,fairy,steel,50,45,45,35,64,58
Tinkatuff,958,fairy,steel,65,55,55,45,82,78
Tinkaton,959,fairy,steel,85,75,77,70,105,94
Wiglett,960,water,null,10,55,25,35,25,95
Wugtrio,961,water,null,35,100,50,50,70,120
Bombirdier,962,flying,dark,70,103,85,60,85,82
Finizen,963,water,null,70,45,40,45,40,75
Palafin Zero Form,964,water,null,100,70,72,53,62,100
Varoom,965,steel,poison,45,70,63,30,45,47
Revavroom,966,steel,poison,80,119,90,54,67,90
Cyclizar,967,dragon,normal,70,95,65,85,65,121
Orthworm,968,steel,null,70,85,145,60,55,65
Glimmet,969,rock,poison,48,35,42,105,60,60
Glimmora,970,rock,poison,83,55,90,130,81,86
Greavard,971,ghost,null,50,61,60,30,55,34
Houndstone,972,ghost,null,72,101,100,50,97,68
Flamigo,973,flying,fighting,82,115,74,75,64,90
Cetoddle,974,ice,null,108,68,45,30,40,43
Cetitan,975,ice,null,170,113,65,45,55,73
Veluza,976,water,psychic,90,102,73,78,65,70
Dondozo,977,water,null,150,100,115,65,65,35
Tatsugiri Curly Form,978,dragon,water,68,50,60,120,95,82
Annihilape,979,fighting,ghost,110,115,80,50,90,90
Clodsire,980,poison,ground,130,75,60,45,100,20
Farigiraf,981,normal,psychic,120,90,70,110,70,60
Dudunsparce Two-Segment Form,982,normal,null,125,100,80,85,75,55
Kingambit,983,dark,steel,100,135,120,60,85,50
Great Tusk,984,ground,fighting,115,131,131,53,53,87
Scream Tail,985,fairy,psychic,115,65,99,65,115,111
Brute Bonnet,986,grass,dark,111,127,99,79,99,55
Flutter Mane,987,ghost,fairy,55,55,55,135,135,135
Slither Wing,988,bug,fighting,85,135,79,85,105,81
Sandy Shocks,989,electric,ground,85,81,97,121,85,101
Iron Treads,990,ground,steel,90,112,120,72,70,106
Iron Bundle,991,ice,water,56,80,114,124,60,136
Iron Hands,992,fighting,electric,154,140,108,50,68,50
Iron Jugulis,993,dark,flying,94,80,86,122,80,108
Iron Moth,994,fire,poison,80,70,60,140,110,110
Iron Thorns,995,rock,electric,100,134,110,70,84,72
Frigibax,996,dragon,ice,65,75,45,35,45,55
Arctibax,997,dragon,ice,90,95,66,45,65,62
Baxcalibur,998,dragon,ice,115,145,92,75,86,87
Gimmighoul Chest Form,999,ghost,null,45,30,70,75,70,10
Gholdengo,1000,steel,ghost,87,60,95,133,91,84
Wo-Chien,1001,dark,grass,85,85,100,95,135,70
Chien-Pao,1002,dark,ice,80,120,80,90,65,135
Ting-Lu,1003,dark,ground,155,110,125,55,80,45
Chi-Yu,1004,dark,fire,55,80,80,135,120,100
Roaring Moon,1005,dragon,dark,105,139,71,55,101,119
Iron Valiant,1006,fairy,fighting,74,130,90,120,60,116
Koraidon,1007,fighting,dragon,100,135,115,85,100,135
Miraidon,1008,electric,dragon,100,85,100,135,115,135
Walking Wake,1009,water,dragon,99,83,91,125,83,109
Iron Leaves,1010,grass,psychic,90,130,88,70,108,104
Dipplin,1011,grass,dragon,80,80,110,95,80,40
Poltchageist,1012,grass,ghost,40,45,45,74,54,50
Sinistcha,1013,grass,ghost,71,60,106,121,80,70
Okidogi,1014,poison,fighting,88,128,115,58,86,80
Munkidori,1015,poison,psychic,88,75,66,130,90,106
Fezandipiti,1016,poison,fairy,88,91,82,70,125,99
Ogerpon Teal Mask,1017,grass,null,80,120,84,60,96,110
Archaludon,1018,steel,dragon,90,105,130,125,65,85
Hydrapple,1019,grass,dragon,106,80,110,120,80,44
Gouging Fire,1020,fire,dragon,105,115,121,65,93,91
Raging Bolt,1021,electric,dragon,125,73,91,137,89,75
Iron Boulder,1022,rock,psychic,90,120,80,68,108,124
Iron Crown,1023,steel,psychic,90,72,100,122,108,98
Terapagos Normal Form,1024,normal,null,90,65,85,65,85,60
Pecharunt,1025,poison,ghost,88,88,160,88,88,88
